timestamp,symbol,setup,direction,score,taken,rejection_reason
2026-08-19 10:10:00+05:30,RELIANCE,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,TCS,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,HDFCBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,ICICIBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,INFY,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,SBIN,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,AXISBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,ITC,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,LT,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,KOTAKBANK,VWAP_TREND_CONTINUATION,LONG,77.13,True,
2026-08-19 10:10:00+05:30,BAJFINANCE,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,MARUTI,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,SUNPHARMA,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,TITAN,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:10:00+05:30,ULTRACEMCO,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:15:00+05:30,RELIANCE,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:15:00+05:30,TCS,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:15:00+05:30,HDFCBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:15:00+05:30,ICICIBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:15:00+05:30,INFY,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:15:00+05:30,SBIN,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:15:00+05:30,AXISBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:15:00+05:30,ITC,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:15:00+05:30,LT,VWAP_TREND_CONTINUATION,LONG,73.63,False,score 73.6 below minimum 75
2026-08-19 10:15:00+05:30,BAJFINANCE,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 10:15:00+05:30,MARUTI,VWAP_TREND_CONTINUATION,LONG,77.13,True,
2026-08-19 10:55:00+05:30,RELIANCE,VWAP_TREND_CONTINUATION,SHORT,56.93,False,score 56.9 below minimum 75
2026-08-19 10:55:00+05:30,TCS,VWAP_TREND_CONTINUATION,SHORT,,False,volatility regime EXTREME blocks new entries
2026-08-19 10:55:00+05:30,HDFCBANK,VWAP_TREND_CONTINUATION,SHORT,,False,volatility regime EXTREME blocks new entries
2026-08-19 10:55:00+05:30,ICICIBANK,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 10:55:00+05:30,INFY,VWAP_TREND_CONTINUATION,SHORT,56.93,False,score 56.9 below minimum 75
2026-08-19 10:55:00+05:30,SBIN,VWAP_TREND_CONTINUATION,SHORT,,False,volatility regime LOW blocks new entries
2026-08-19 10:55:00+05:30,AXISBANK,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 10:55:00+05:30,ITC,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 10:55:00+05:30,LT,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 10:55:00+05:30,BAJFINANCE,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 10:55:00+05:30,MARUTI,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 10:55:00+05:30,SUNPHARMA,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 10:55:00+05:30,TITAN,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 10:55:00+05:30,ULTRACEMCO,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,RELIANCE,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,TCS,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,HDFCBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,ICICIBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,INFY,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,SBIN,COMPRESSION_BREAKOUT,LONG,,False,price has not broken consolidation range yet
2026-08-19 11:20:00+05:30,AXISBANK,VWAP_TREND_CONTINUATION,LONG,75.13,False,max sector exposure reached for BANKING
2026-08-19 11:20:00+05:30,ITC,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,LT,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,BAJFINANCE,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,MARUTI,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,SUNPHARMA,VWAP_TREND_CONTINUATION,LONG,,False,volatility regime EXTREME blocks new entries
2026-08-19 11:20:00+05:30,TITAN,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:20:00+05:30,ULTRACEMCO,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,RELIANCE,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,TCS,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,HDFCBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,ICICIBANK,VWAP_TREND_CONTINUATION,LONG,74.63,False,score 74.6 below minimum 75
2026-08-19 11:25:00+05:30,INFY,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,SBIN,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,AXISBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,ITC,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,LT,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,BAJFINANCE,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,MARUTI,VWAP_TREND_CONTINUATION,LONG,74.63,False,score 74.6 below minimum 75
2026-08-19 11:25:00+05:30,SUNPHARMA,VWAP_TREND_CONTINUATION,LONG,,False,volatility regime EXTREME blocks new entries
2026-08-19 11:25:00+05:30,TITAN,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:25:00+05:30,ULTRACEMCO,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,RELIANCE,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,TCS,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,HDFCBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,ICICIBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,INFY,COMPRESSION_BREAKOUT,LONG,,False,price has not broken consolidation range yet
2026-08-19 11:30:00+05:30,SBIN,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,AXISBANK,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,ITC,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,LT,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,BAJFINANCE,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,MARUTI,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,SUNPHARMA,VWAP_TREND_CONTINUATION,LONG,,False,volatility regime EXTREME blocks new entries
2026-08-19 11:30:00+05:30,TITAN,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:30:00+05:30,ULTRACEMCO,COMPRESSION_BREAKOUT,LONG,,False,no compression pattern detected
2026-08-19 11:35:00+05:30,RELIANCE,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 11:35:00+05:30,TCS,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 11:35:00+05:30,HDFCBANK,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 11:35:00+05:30,ICICIBANK,COMPRESSION_BREAKOUT,SHORT,,False,no compression pattern detected
2026-08-19 11:35:00+05:30,INFY,COMPRESSION_BREAKOUT,SHORT,,False,breakout volume did not expand significantly vs consolidation
